order_id,order_date,promised_delivery_days,warehouse_id,product_id,quantity_ordered,order_priority,customer_region,sales_channel
ORD001207,2023-11-10,10.0,WH10,PROD0100,92,Medium,East,Online
ORD001208,2023-01-22,10.0,WH09,PROD0084,377,Low,South,B2B
ORD001209,2024-02-14,7.0,WH01,PROD0095,463,High,Midwest,Online
ORD001210,2024-05-29,10.0,WH05,PROD0052,81,Critical,East,Online
ORD001211,2023-05-07,12.0,WH10,PROD0097,130,Low,West,B2B
ORD001212,2024-11-30,9.0,WH05,PROD0077,91,Low,South,Online
ORD001213,2023-01-14,3.0,WH01,PROD0052,100,Low,Midwest,Online
ORD001214,2023-01-12,14.0,WH01,PROD0084,78,Medium,East,B2B
ORD001215,2023-03-28,9.0,WH03,PROD0054,43,High,South,Retail
ORD001216,2024-06-07,13.0,WH09,PROD0041,123,Low,Midwest,B2B
ORD001217,2024-06-20,10.0,WH07,PROD0042,288,Medium,Midwest,Online
ORD001218,2023-10-28,5.0,WH06,PROD0022,396,Low,West,Online
ORD001219,2023-08-31,11.0,WH09,PROD0039,23,Critical,East,B2B
ORD001220,2023-05-02,10.0,WH04,PROD0023,144,High,West,Online
ORD001221,2023-05-27,4.0,WH04,PROD0048,428,Critical,South,Online
ORD001222,2024-07-20,8.0,WH03,PROD0033,258,Low,East,Online
ORD001223,2023-12-22,6.0,WH05,PROD0041,7,Medium,South,B2B
ORD001224,2024-11-15,,WH05,PROD0030,277,Low,South,B2B
ORD001225,2024-09-22,,WH10,PROD0078,186,Medium,East,B2B
ORD001226,2023-11-05,8.0,WH07,PROD0047,95,Low,Midwest,Retail
ORD001227,2024-11-25,12.0,WH07,PROD0100,407,High,South,Online
ORD001228,2023-10-15,11.0,WH06,PROD0057,382,Medium,South,Retail
ORD001229,2023-11-03,4.0,WH04,PROD0072,444,Medium,East,B2B
ORD001230,2024-08-16,12.0,WH07,PROD0057,377,High,Midwest,Online
ORD001231,2024-12-23,12.0,WH02,PROD0062,25,Medium,West,Retail
ORD001232,2024-10-23,12.0,WH09,PROD0086,291,Low,East,B2B
ORD001233,2024-07-02,7.0,WH07,PROD0057,227,Medium,South,Online
ORD001234,2023-12-18,8.0,WH02,PROD0068,173,Critical,East,Online
ORD001235,2023-11-08,6.0,WH10,PROD0099,135,Medium,West,Online
ORD001236,2023-02-28,9.0,WH02,PROD0072,453,Medium,West,Retail
ORD001237,2024-10-04,4.0,WH06,PROD0098,288,Critical,South,Online
ORD001238,2024-12-14,9.0,WH07,PROD0086,309,Medium,Midwest,Retail
ORD001239,2023-02-04,4.0,WH09,PROD0025,69,Critical,West,Online
ORD001240,2024-03-20,3.0,WH04,PROD0089,281,Low,East,Online
ORD001241,2023-04-03,13.0,WH08,PROD0040,351,Medium,Midwest,Online
ORD001242,2023-07-26,7.0,WH10,PROD0017,468,Low,West,B2B
ORD001243,2023-12-19,4.0,WH02,PROD0080,342,Medium,East,Online
ORD001244,2023-11-28,10.0,WH06,PROD0048,358,Low,East,B2B
ORD001245,2024-12-25,14.0,WH04,PROD0039,333,Low,South,Online
ORD001246,2023-06-08,,WH08,PROD0015,231,Low,South,B2B
ORD001247,2023-01-24,14.0,WH09,PROD0017,386,Medium,East,B2B
ORD001248,2024-02-08,10.0,WH02,PROD0035,342,Low,South,Online
ORD001249,2024-05-30,3.0,WH07,PROD0033,317,High,South,B2B
ORD001250,2023-12-30,6.0,WH07,PROD0018,393,Low,West,Retail
ORD001251,2024-01-17,11.0,WH08,PROD0030,307,Medium,Midwest,B2B
ORD001252,2024-06-15,7.0,WH05,PROD0087,258,Low,West,Online
ORD001253,2023-06-01,,WH03,PROD0037,173,Low,Midwest,B2B
ORD001254,2024-07-15,13.0,WH01,PROD0007,32,High,West,B2B
ORD001255,2024-11-19,12.0,WH04,PROD0074,200,High,East,Online
ORD001256,2024-08-30,8.0,WH03,PROD0080,80,High,South,Online
ORD001257,2024-09-08,5.0,WH02,PROD0028,353,Medium,West,Online
ORD001258,2024-02-24,7.0,WH06,PROD0087,75,Low,Midwest,Online
ORD001259,2023-09-07,14.0,WH07,PROD0098,416,Low,South,Online
ORD001260,2023-04-27,3.0,WH10,PROD0018,264,Medium,South,Online
ORD001261,2024-05-26,10.0,WH07,PROD0047,480,High,West,Online
ORD001262,2024-07-31,13.0,WH08,PROD0023,85,Critical,South,Online
ORD001263,2023-12-01,8.0,WH02,PROD0020,217,Low,Midwest,Online
ORD001264,2024-02-22,14.0,WH10,PROD0031,121,Medium,West,B2B
ORD001265,2023-10-22,4.0,WH06,PROD0014,20,Low,Midwest,Retail
ORD001266,2024-01-06,6.0,WH06,PROD0023,449,High,East,Online
ORD001267,2023-07-05,6.0,WH10,PROD0002,149,Low,East,Online
ORD001268,2023-09-03,11.0,WH01,PROD0029,7,Medium,South,Online
ORD001269,2024-09-28,,WH02,PROD0050,377,Critical,South,Retail
ORD001270,2023-09-25,7.0,WH09,PROD0073,378,High,Midwest,B2B
ORD001271,2024-10-04,14.0,WH08,PROD0059,473,Low,East,Online
ORD001272,2023-08-25,5.0,WH04,PROD0033,393,Low,Midwest,B2B
ORD001273,2024-06-13,3.0,WH06,PROD0048,86,High,South,Online
ORD001274,2024-07-05,,WH02,PROD0044,386,Medium,Midwest,Online
ORD001275,2023-01-21,,WH05,PROD0012,147,High,South,Online
ORD001276,2024-06-03,3.0,WH02,PROD0083,316,Low,East,Online
ORD001277,2023-04-10,13.0,WH05,PROD0042,454,High,West,B2B
ORD001278,2024-04-22,3.0,WH07,PROD0084,187,High,Midwest,B2B
ORD001279,2024-08-21,13.0,WH07,PROD0095,325,High,South,B2B
ORD001280,2023-10-25,9.0,WH09,PROD0035,301,Medium,West,B2B
ORD001281,2024-06-09,,WH03,PROD0041,318,Low,West,B2B
ORD001282,2023-11-30,4.0,WH04,PROD0085,394,Low,East,B2B
ORD001283,2023-01-02,5.0,WH09,PROD0055,379,Critical,South,B2B
ORD001284,2024-01-10,4.0,WH08,PROD0013,193,Low,Midwest,Online
ORD001285,2023-10-20,,WH07,PROD0039,282,Low,West,B2B
ORD001286,2024-07-06,10.0,WH08,PROD0091,474,Low,South,Retail
ORD001287,2023-11-14,10.0,WH09,PROD0089,188,High,South,B2B
ORD001288,2024-05-16,3.0,WH04,PROD0066,18,High,West,B2B
ORD001289,2024-01-16,13.0,WH05,PROD0035,315,High,East,Online
ORD001290,2024-09-14,11.0,WH09,PROD0072,149,Medium,South,Retail
ORD001291,2023-01-14,13.0,WH07,PROD0033,46,Critical,East,Retail
ORD001292,2024-05-18,10.0,WH04,PROD0089,12,Low,West,B2B
ORD001293,2023-08-19,11.0,WH06,PROD0085,230,High,West,Online
ORD001294,2023-03-25,,WH01,PROD0036,462,Medium,East,Retail
ORD001295,2023-05-10,,WH01,PROD0013,113,Medium,East,Online
ORD001296,2023-05-25,14.0,WH09,PROD0056,160,Low,East,B2B
ORD001297,2023-01-28,,WH08,PROD0046,423,Low,Midwest,B2B
ORD001298,2023-03-07,5.0,WH01,PROD0073,227,Medium,East,B2B
ORD001299,2023-06-12,3.0,WH02,PROD0099,465,Low,East,B2B
ORD001300,2023-08-17,13.0,WH04,PROD0046,183,Medium,East,B2B
ORD001301,2023-09-18,10.0,WH01,PROD0100,55,Low,Midwest,Retail
ORD001302,2024-03-24,12.0,WH02,PROD0044,266,Low,South,B2B
ORD001303,2024-02-28,5.0,WH05,PROD0046,35,High,Midwest,B2B
ORD001304,2024-04-04,,WH08,PROD0074,80,Critical,South,Online
ORD001305,2024-11-06,12.0,WH06,PROD0069,6,Critical,East,B2B
ORD001306,2023-10-28,8.0,WH06,PROD0031,127,Medium,East,Online
ORD001307,2023-10-30,5.0,WH04,PROD0024,68,High,Midwest,Retail
ORD001308,2023-10-14,8.0,WH02,PROD0032,190,High,Midwest,Retail
ORD001309,2024-01-30,14.0,WH03,PROD0067,244,Medium,West,Online
ORD001310,2023-01-10,5.0,WH06,PROD0016,9,Medium,Midwest,B2B
ORD001311,2024-12-07,,WH06,PROD0057,157,Low,Midwest,Online
ORD001312,2024-09-21,3.0,WH05,PROD0084,71,Low,East,Online
ORD001313,2023-09-27,10.0,WH06,PROD0024,464,High,East,B2B
ORD001314,2024-08-14,7.0,WH06,PROD0034,134,Medium,East,Online
ORD001315,2024-08-27,6.0,WH01,PROD0052,300,Medium,Midwest,Online
ORD001316,2023-12-27,3.0,WH06,PROD0048,320,Low,West,B2B
ORD001317,2023-09-14,11.0,WH05,PROD0087,249,Low,East,Online
ORD001318,2023-05-13,11.0,WH08,PROD0053,323,High,West,B2B
ORD001319,2023-10-03,7.0,WH09,PROD0055,44,Medium,West,Online
ORD001320,2024-11-13,,WH06,PROD0038,116,Medium,Midwest,B2B
ORD001321,2024-05-27,,WH10,PROD0002,462,Medium,Midwest,B2B
ORD001322,2023-11-09,12.0,WH04,PROD0069,398,Medium,East,B2B
ORD001323,2024-07-29,11.0,WH03,PROD0082,393,Critical,South,Online
ORD001324,2023-10-11,,WH10,PROD0053,228,Critical,Midwest,Online
ORD001325,2023-05-01,10.0,WH01,PROD0050,407,Low,West,Retail
ORD001326,2023-04-17,3.0,WH07,PROD0029,57,Medium,Midwest,B2B
ORD001327,2024-11-17,6.0,WH05,PROD0074,244,Medium,Midwest,Online
ORD001328,2023-07-23,12.0,WH04,PROD0055,57,Medium,West,Retail
ORD001329,2023-06-14,12.0,WH09,PROD0061,143,Medium,Midwest,Online
ORD001330,2023-11-01,6.0,WH07,PROD0050,192,Low,Midwest,B2B
ORD001331,2024-05-11,14.0,WH10,PROD0016,7,High,East,Online
ORD001332,2024-09-23,11.0,WH08,PROD0087,404,Medium,West,Online
ORD001333,2024-07-09,,WH04,PROD0094,448,Critical,South,Online
ORD001334,2023-06-05,14.0,WH10,PROD0070,275,Low,South,Online
ORD001335,2024-01-02,12.0,WH10,PROD0044,134,Low,South,B2B
ORD001336,2024-12-19,12.0,WH08,PROD0100,435,Medium,Midwest,B2B
ORD001337,2024-09-11,3.0,WH04,PROD0084,39,Medium,West,Retail
ORD001338,2023-09-08,13.0,WH01,PROD0016,193,Medium,South,B2B
ORD001339,2023-11-30,,WH08,PROD0028,327,Critical,Midwest,Online
ORD001340,2024-10-03,9.0,WH01,PROD0057,483,Medium,South,B2B
ORD001341,2024-05-25,,WH03,PROD0026,25,Medium,East,B2B
ORD001342,2023-10-20,6.0,WH07,PROD0086,102,Critical,Midwest,Online
ORD001343,2023-01-20,11.0,WH03,PROD0011,151,Medium,South,Online
ORD001344,2023-10-09,8.0,WH08,PROD0001,217,Medium,Midwest,B2B
ORD001345,2023-01-01,8.0,WH05,PROD0069,230,High,West,B2B
ORD001346,2023-04-29,5.0,WH03,PROD0043,442,Medium,Midwest,Retail
ORD001347,2023-02-04,12.0,WH05,PROD0046,267,Medium,West,B2B
ORD001348,2023-07-17,12.0,WH05,PROD0036,162,Low,South,B2B
ORD001349,2024-04-29,7.0,WH08,PROD0066,287,Medium,East,B2B
ORD001350,2023-02-28,12.0,WH09,PROD0057,166,Low,South,B2B
ORD001351,2023-06-10,,WH06,PROD0006,374,Critical,South,Online
ORD001352,2024-11-21,,WH10,PROD0062,370,Low,West,B2B
ORD001353,2023-07-25,,WH03,PROD0027,247,Low,South,Retail
ORD001354,2023-01-12,7.0,WH02,PROD0026,174,Medium,Midwest,Retail
ORD001355,2024-05-04,9.0,WH03,PROD0099,396,High,West,B2B
ORD001356,2023-10-03,13.0,WH09,PROD0013,9,High,East,Online
ORD001357,2024-11-23,8.0,WH07,PROD0076,397,Medium,Midwest,Online
ORD001358,2023-08-30,,WH09,PROD0018,448,High,East,Online
ORD001359,2023-08-04,3.0,WH06,PROD0038,276,Medium,South,Retail
ORD001360,2023-09-08,7.0,WH08,PROD0006,59,Medium,East,B2B
ORD001361,2023-05-06,,WH10,PROD0092,85,High,South,B2B
ORD001362,2023-08-05,14.0,WH09,PROD0028,150,Low,Midwest,B2B
ORD001363,2023-11-02,14.0,WH03,PROD0089,321,High,Midwest,B2B
ORD001364,2023-07-04,8.0,WH07,PROD0005,488,Medium,West,B2B
ORD001365,2023-02-08,5.0,WH09,PROD0059,60,Critical,Midwest,B2B
ORD001366,2023-08-11,3.0,WH02,PROD0079,125,Low,South,B2B
ORD001367,2023-07-03,,WH07,PROD0073,41,Critical,West,Retail
ORD001368,2024-05-09,6.0,WH05,PROD0045,337,Medium,South,Online
ORD001369,2024-03-02,12.0,WH08,PROD0053,173,Medium,East,B2B
ORD001370,2023-06-27,4.0,WH04,PROD0002,260,Medium,West,B2B
ORD001371,2024-03-03,10.0,WH01,PROD0049,326,Critical,South,B2B
ORD001372,2023-10-21,8.0,WH10,PROD0073,173,Medium,South,Online
ORD001373,2023-05-31,14.0,WH08,PROD0090,186,Medium,Midwest,Online
ORD001374,2024-01-19,5.0,WH06,PROD0087,241,High,West,Online
ORD001375,2024-09-29,3.0,WH08,PROD0063,339,Low,South,B2B
ORD001376,2023-11-04,14.0,WH03,PROD0092,94,Low,Midwest,Retail
ORD001377,2023-12-02,13.0,WH08,PROD0070,407,High,East,Online
ORD001378,2024-01-10,5.0,WH08,PROD0058,416,Low,West,Online
ORD001379,2023-01-08,10.0,WH01,PROD0004,63,High,West,Retail
ORD001380,2023-12-07,6.0,WH04,PROD0030,221,Medium,West,Online
ORD001381,2023-05-09,,WH07,PROD0057,8,Medium,West,Retail
ORD001382,2024-10-30,13.0,WH01,PROD0047,213,Low,South,B2B
ORD001383,2023-12-18,6.0,WH03,PROD0018,209,High,East,Retail
ORD001384,2023-12-24,13.0,WH03,PROD0094,209,High,Midwest,B2B
ORD001385,2024-05-31,6.0,WH06,PROD0091,376,Medium,South,Online
ORD001386,2024-05-09,4.0,WH05,PROD0095,85,Medium,South,Online
ORD001387,2023-03-27,6.0,WH07,PROD0044,207,Low,West,Retail
ORD001388,2023-06-24,13.0,WH03,PROD0052,347,High,South,Online
ORD001389,2023-07-12,14.0,WH01,PROD0049,153,Medium,East,B2B
ORD001390,2023-11-07,11.0,WH03,PROD0030,161,Low,South,B2B
ORD001391,2023-04-29,6.0,WH08,PROD0052,450,High,South,Retail
ORD001392,2023-08-06,14.0,WH05,PROD0037,116,High,Midwest,Online
ORD001393,2024-03-02,3.0,WH03,PROD0063,362,Low,South,B2B
ORD001394,2024-02-18,,WH08,PROD0012,251,High,East,Online
ORD001395,2023-04-24,,WH06,PROD0017,400,High,West,B2B
ORD001396,2023-05-25,7.0,WH03,PROD0034,183,Critical,West,B2B
ORD001397,2024-06-21,8.0,WH05,PROD0028,164,Low,East,Online
ORD001398,2024-10-09,14.0,WH01,PROD0004,328,Medium,West,B2B
ORD001399,2023-10-30,8.0,WH06,PROD0098,80,Critical,West,Online
ORD001400,2024-08-10,8.0,WH09,PROD0046,7,Low,South,B2B
ORD001401,2023-12-11,11.0,WH07,PROD0014,325,Medium,East,B2B
ORD001402,2023-01-01,3.0,WH08,PROD0013,87,Medium,Midwest,B2B
ORD001403,2023-05-27,12.0,WH06,PROD0058,8,Medium,South,Online
ORD001404,2023-10-14,8.0,WH05,PROD0049,387,Medium,East,B2B
ORD001405,2024-10-15,,WH06,PROD0050,419,Critical,South,Online
ORD001406,2023-02-22,10.0,WH07,PROD0067,370,Low,East,B2B
ORD001407,2023-10-31,14.0,WH09,PROD0021,36,Medium,West,Online
ORD001408,2023-03-10,5.0,WH08,PROD0080,251,Medium,Midwest,B2B
ORD001409,2023-12-27,7.0,WH05,PROD0051,100,Low,South,Retail
ORD001410,2024-08-24,12.0,WH07,PROD0038,79,Low,West,Online
ORD001411,2023-08-08,,WH08,PROD0026,286,Critical,East,Online
ORD001412,2024-12-04,14.0,WH01,PROD0006,271,Medium,South,Online
ORD001413,2024-07-28,3.0,WH08,PROD0018,221,Medium,Midwest,Retail
ORD001414,2024-08-07,11.0,WH07,PROD0006,196,High,Midwest,Online
ORD001415,2023-06-10,7.0,WH02,PROD0041,226,Low,South,Retail
ORD001416,2024-11-11,,WH02,PROD0057,87,High,West,Online
ORD001417,2023-03-30,,WH06,PROD0050,58,Low,Midwest,B2B
ORD001418,2024-11-18,4.0,WH03,PROD0025,483,High,South,B2B
ORD001419,2024-08-07,13.0,WH01,PROD0048,412,Low,South,Online
ORD001420,2024-08-11,,WH08,PROD0024,479,High,South,B2B
ORD001421,2023-06-08,6.0,WH07,PROD0030,170,Medium,East,B2B
ORD001422,2024-05-03,,WH04,PROD0087,97,Medium,Midwest,B2B
ORD001423,2023-11-20,7.0,WH01,PROD0045,146,Medium,South,B2B
ORD001424,2024-09-01,,WH02,PROD0043,389,Low,East,B2B
ORD001425,2024-01-16,9.0,WH09,PROD0072,393,Critical,East,B2B
ORD001426,2023-04-12,11.0,WH04,PROD0056,468,Low,East,Online
ORD001427,2024-05-08,3.0,WH03,PROD0073,358,Medium,West,B2B
ORD001428,2024-10-05,,WH08,PROD0070,371,Low,West,Online
ORD001429,2024-09-05,4.0,WH04,PROD0033,393,Critical,South,Online
ORD001430,2023-01-19,13.0,WH07,PROD0097,18,Medium,West,B2B
ORD001431,2024-03-29,8.0,WH05,PROD0045,184,Low,Midwest,B2B
ORD001432,2024-04-26,10.0,WH05,PROD0007,143,Medium,Midwest,B2B
ORD001433,2024-08-16,9.0,WH06,PROD0018,463,Critical,South,B2B
ORD001434,2024-02-01,,WH04,PROD0070,334,Medium,South,Online
ORD001435,2023-10-06,4.0,WH02,PROD0045,62,Medium,Midwest,B2B
ORD001436,2023-12-31,14.0,WH06,PROD0037,163,Low,South,B2B
ORD001437,2023-11-27,11.0,WH05,PROD0021,40,Low,South,Online
ORD001438,2024-10-02,,WH03,PROD0090,179,Low,South,B2B
ORD001439,2023-12-10,13.0,WH04,PROD0079,235,Medium,West,Online
ORD001440,2024-03-30,5.0,WH03,PROD0044,380,High,South,B2B
ORD001441,2024-08-23,,WH03,PROD0030,60,High,South,Retail
ORD001442,2024-12-25,7.0,WH04,PROD0011,228,High,East,B2B
ORD001443,2024-10-16,,WH02,PROD0008,239,Low,East,Online
ORD001444,2023-03-06,14.0,WH04,PROD0005,56,High,South,Online
ORD001445,2023-03-17,,WH10,PROD0008,234,Medium,West,Online
ORD001446,2024-12-11,8.0,WH02,PROD0005,84,Medium,East,B2B
ORD001447,2023-05-23,8.0,WH10,PROD0010,203,Medium,East,Online
ORD001448,2024-08-27,14.0,WH08,PROD0015,41,Low,South,Online
ORD001449,2024-04-17,6.0,WH10,PROD0056,438,Low,West,B2B
ORD001450,2024-02-21,,WH05,PROD0055,17,Medium,South,Online
ORD001451,2023-11-01,9.0,WH07,PROD0003,105,Low,East,B2B
ORD001452,2024-05-11,10.0,WH04,PROD0041,25,Medium,West,B2B
ORD001453,2023-10-18,8.0,WH10,PROD0010,382,Medium,South,Online
ORD001454,2023-04-12,7.0,WH06,PROD0007,93,Critical,Midwest,B2B
ORD001455,2023-09-24,14.0,WH10,PROD0063,215,Critical,East,Online
ORD001456,2024-09-13,5.0,WH04,PROD0063,393,Critical,South,Retail
ORD001457,2023-01-03,9.0,WH06,PROD0088,184,High,West,Online
ORD001458,2023-03-26,10.0,WH01,PROD0026,217,Critical,Midwest,Online
ORD001459,2023-11-24,5.0,WH06,PROD0034,489,High,South,B2B
ORD001460,2024-03-25,7.0,WH06,PROD0072,151,Critical,South,Online
ORD001461,2024-03-29,13.0,WH02,PROD0039,374,Medium,East,B2B
ORD001462,2024-09-20,4.0,WH10,PROD0060,258,High,South,Online
ORD001463,2023-08-09,12.0,WH10,PROD0069,301,Low,Midwest,Online
ORD001464,2023-06-03,,WH09,PROD0100,119,Medium,South,Online
ORD001465,2024-10-26,14.0,WH06,PROD0026,449,Critical,East,Online
ORD001466,2023-01-12,6.0,WH07,PROD0062,422,Medium,Midwest,Online
ORD001467,2023-05-13,14.0,WH02,PROD0010,134,Low,Midwest,B2B
ORD001468,2023-10-31,6.0,WH02,PROD0097,432,Medium,East,Retail
ORD001469,2023-10-20,14.0,WH02,PROD0100,428,High,West,Online
ORD001470,2023-10-27,10.0,WH10,PROD0054,207,High,Midwest,Online
ORD001471,2023-02-12,5.0,WH09,PROD0031,263,Medium,West,B2B
ORD001472,2023-12-09,7.0,WH03,PROD0038,322,Low,Midwest,Online
ORD001473,2023-11-22,13.0,WH04,PROD0025,190,Critical,Midwest,Online
ORD001474,2024-05-12,7.0,WH01,PROD0077,158,High,East,B2B
ORD001475,2023-12-30,4.0,WH01,PROD0065,477,Low,South,B2B
ORD001476,2024-03-02,11.0,WH04,PROD0100,76,High,Midwest,Online
ORD001477,2023-01-21,6.0,WH02,PROD0100,52,Medium,South,B2B
ORD001478,2024-02-11,11.0,WH08,PROD0050,226,Medium,Midwest,B2B
ORD001479,2024-09-10,11.0,WH04,PROD0024,94,High,West,B2B
ORD001480,2023-12-02,4.0,WH03,PROD0027,292,High,South,B2B
ORD001481,2023-04-27,11.0,WH03,PROD0082,291,Medium,West,B2B
ORD001482,2023-05-04,11.0,WH06,PROD0050,322,Low,South,Online
ORD001483,2024-02-03,4.0,WH06,PROD0050,178,Low,South,Online
ORD001484,2024-12-15,13.0,WH06,PROD0015,387,Critical,West,Online
ORD001485,2023-02-20,8.0,WH06,PROD0017,106,High,East,Retail
ORD001486,2023-11-20,11.0,WH08,PROD0029,76,Medium,West,B2B
ORD001487,2023-05-21,6.0,WH08,PROD0005,4,Medium,East,B2B
ORD001488,2024-04-14,4.0,WH09,PROD0011,311,Medium,East,Retail
ORD001489,2023-11-30,9.0,WH01,PROD0080,436,High,South,B2B
ORD001490,2024-01-08,11.0,WH10,PROD0052,187,Medium,West,B2B
ORD001491,2024-07-17,8.0,WH08,PROD0034,455,Medium,Midwest,B2B
ORD001492,2024-05-08,13.0,WH05,PROD0081,20,High,Midwest,Online
ORD001493,2024-06-22,13.0,WH03,PROD0033,275,Low,West,Retail
ORD001494,2024-10-30,6.0,WH10,PROD0049,136,Low,Midwest,B2B
ORD001495,2023-06-05,3.0,WH03,PROD0031,451,Medium,East,Online
ORD001496,2023-10-18,6.0,WH06,PROD0018,27,Medium,West,Online
ORD001497,2024-10-09,5.0,WH08,PROD0089,463,High,East,B2B
ORD001498,2023-05-24,9.0,WH10,PROD0005,136,Medium,South,Online
ORD001499,2023-04-16,13.0,WH02,PROD0030,18,Low,West,Online
ORD001500,2024-02-24,13.0,WH09,PROD0045,285,Medium,Midwest,B2B
ORD001501,2024-10-31,12.0,WH05,PROD0087,302,Low,Midwest,B2B
ORD001502,2024-10-19,7.0,WH05,PROD0038,499,Low,East,B2B
ORD001503,2023-01-02,,WH01,PROD0082,420,Medium,South,B2B
ORD001504,2024-08-11,5.0,WH06,PROD0096,387,Critical,Midwest,B2B
ORD001505,2024-10-05,4.0,WH05,PROD0094,393,High,Midwest,Retail
ORD001506,2023-03-31,4.0,WH07,PROD0029,138,High,South,B2B
ORD001507,2023-12-11,7.0,WH07,PROD0036,232,High,East,B2B
ORD001508,2023-12-16,,WH04,PROD0009,340,High,East,Online
ORD001509,2024-04-03,,WH05,PROD0023,450,High,South,Online
ORD001510,2023-09-20,14.0,WH10,PROD0003,257,Medium,South,B2B
ORD001511,2023-12-17,7.0,WH08,PROD0086,219,Medium,East,Online
ORD001512,2023-04-18,4.0,WH02,PROD0056,132,Low,West,B2B
ORD001513,2024-08-08,6.0,WH01,PROD0040,432,Medium,East,Online
ORD001514,2023-02-08,9.0,WH06,PROD0056,357,Critical,West,Online
ORD001515,2023-06-08,8.0,WH04,PROD0058,256,Medium,West,Retail
ORD001516,2024-08-05,12.0,WH10,PROD0031,96,Low,West,B2B
ORD001517,2023-11-08,,WH03,PROD0086,274,Medium,East,B2B
ORD001518,2023-08-29,7.0,WH07,PROD0011,334,Medium,South,B2B
ORD001519,2024-03-20,4.0,WH08,PROD0042,301,Critical,West,B2B
ORD001520,2023-10-25,10.0,WH04,PROD0003,368,Low,South,Online
ORD001521,2023-02-05,14.0,WH10,PROD0057,15,High,South,B2B
ORD001522,2023-03-25,4.0,WH06,PROD0014,179,Medium,Midwest,B2B
ORD001523,2024-03-27,,WH02,PROD0046,445,Critical,South,Online
ORD001524,2024-01-20,10.0,WH08,PROD0019,260,Medium,East,Online
ORD001525,2023-06-21,9.0,WH06,PROD0060,403,High,East,B2B
ORD001526,2024-01-11,5.0,WH09,PROD0031,88,Low,West,Online
ORD001527,2024-11-15,6.0,WH06,PROD0036,94,Low,East,B2B
ORD001528,2023-12-28,9.0,WH06,PROD0032,333,Medium,West,B2B
ORD001529,2024-07-12,6.0,WH02,PROD0063,395,Medium,East,Online
ORD001530,2023-05-21,,WH05,PROD0026,28,Medium,West,B2B
ORD001531,2023-04-28,9.0,WH09,PROD0065,498,Low,East,Retail
ORD001532,2023-10-04,,WH01,PROD0002,185,Medium,East,B2B
ORD001533,2024-12-26,3.0,WH04,PROD0070,75,Medium,West,Online
ORD001534,2023-08-08,6.0,WH10,PROD0045,54,Medium,South,Online
ORD001535,2023-01-26,11.0,WH10,PROD0078,321,Low,Midwest,Online
ORD001536,2024-06-04,6.0,WH03,PROD0092,47,Critical,East,B2B
ORD001537,2023-01-10,,WH01,PROD0097,248,Medium,South,Online
ORD001538,2024-01-13,,WH01,PROD0025,234,Low,Midwest,B2B
ORD001539,2024-09-24,4.0,WH01,PROD0040,118,Medium,Midwest,B2B
ORD001540,2024-09-28,13.0,WH01,PROD0018,260,Medium,East,B2B
ORD001541,2024-11-12,6.0,WH02,PROD0098,230,Medium,South,Online
ORD001542,2024-08-06,,WH05,PROD0012,290,Medium,East,Online
ORD001543,2023-06-01,6.0,WH02,PROD0091,241,High,West,B2B
ORD001544,2024-12-20,13.0,WH04,PROD0024,332,Critical,West,Online
ORD001545,2023-02-18,12.0,WH09,PROD0097,182,Low,Midwest,B2B
ORD001546,2023-06-03,8.0,WH03,PROD0079,472,Low,West,Online
ORD001547,2023-10-20,8.0,WH02,PROD0043,317,Low,South,Retail
ORD001548,2024-08-02,10.0,WH04,PROD0032,101,Medium,West,B2B
ORD001549,2023-02-19,,WH09,PROD0081,248,Low,West,Online
ORD001550,2024-10-25,11.0,WH04,PROD0099,480,High,South,B2B
ORD001551,2024-06-14,3.0,WH05,PROD0047,467,Medium,South,Retail
ORD001552,2024-09-03,3.0,WH04,PROD0045,349,Medium,West,Online
ORD001553,2023-03-01,8.0,WH08,PROD0035,358,Medium,South,Online
ORD001554,2023-06-16,6.0,WH04,PROD0077,113,Critical,East,B2B
ORD001555,2023-07-21,13.0,WH02,PROD0009,221,Low,West,B2B
ORD001556,2023-05-26,6.0,WH04,PROD0010,339,High,Midwest,Online
ORD001557,2024-11-06,3.0,WH02,PROD0065,148,Medium,South,Online
ORD001558,2024-03-14,11.0,WH09,PROD0059,387,Medium,South,Online
ORD001559,2023-08-30,14.0,WH08,PROD0098,296,Medium,East,Online
ORD001560,2024-08-03,,WH09,PROD0057,197,Low,East,Online
ORD001561,2024-11-17,5.0,WH04,PROD0089,407,Medium,Midwest,B2B
ORD001562,2024-07-14,7.0,WH01,PROD0086,69,High,East,B2B
ORD001563,2024-04-27,12.0,WH03,PROD0010,478,Low,East,B2B
ORD001564,2023-04-18,3.0,WH07,PROD0090,288,Medium,Midwest,B2B
ORD001565,2023-08-14,10.0,WH01,PROD0019,24,Low,West,Online
ORD001566,2024-11-03,5.0,WH08,PROD0050,369,Medium,East,B2B
ORD001567,2024-09-22,3.0,WH09,PROD0068,435,High,West,B2B
ORD001568,2024-10-22,12.0,WH08,PROD0005,371,Medium,Midwest,Retail
ORD001569,2024-10-23,8.0,WH05,PROD0029,186,Medium,East,B2B
ORD001570,2024-03-07,3.0,WH09,PROD0005,170,Low,South,Online
ORD001571,2024-10-16,5.0,WH04,PROD0060,291,High,West,B2B
ORD001572,2024-02-23,7.0,WH09,PROD0065,32,Medium,Midwest,Online
